intitule_poste,ville,date_publication,mois,contrat,entreprise,source,secteur,competences,experience,exp_min,exp_max
Stagiaire Communication & Marketing Digital,Dakar,2026-03-30,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"marketing, vente, communication, programmation",Non spécifié,,
Commercial Terrain (H/F),Dakar,2026-03-30,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"vente, marketing, finance",5-7,5.0,7.0
"Stagiaires Développeurs Frontend, Backend & Web/Mobile (H/F)",Dakar,2026-03-30,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"visualisation de données, programmation, gestion de projet, data analyse",Non spécifié,,
Commercial ERP / Odoo (H/F),Dakar,2026-03-30,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,vente,Non spécifié,,
Regional Business Development Director – West and Central Africa,Dakar,2026-03-29,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"finance, vente",Non spécifié,,
Référent.e Maladies Non Transmissibles F/H,Dakar,2026-03-29,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"programmation, rh, santé, gestion de projet",Non spécifié,,
Tailleur Costume sur mesure,Dakar,2026-03-29,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,finance,Non spécifié,,
Conducteur Travaux CVCD & plomberie,Dakar,2026-03-29,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,finance,7,7.0,7.0
Agent transit,Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,,Non spécifié,,
"Directeur(rice) Technique pour la santé maternelle, Néonatale et infantile et Nutrition",Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"marketing, communication, santé, gestion de projet",Non spécifié,,
M&E Officer,Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"gestion de projet, santé",Non spécifié,,
Directeur Exécutif des Vaccins et de Bioproduction (CVO),Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,data analyse,Non spécifié,,
Responsable régional,Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"finance, rh",Non spécifié,,
Regional Business Development Director,Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"finance, vente",Non spécifié,,
Chargé de support technique,Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"finance, data analyse, gestion de projet",Non spécifié,,
Ui/ux designer,Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,,Non spécifié,,
Chargé(e) de Support Administratif,Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"finance, communication",Non spécifié,,
Assistant des Achats et de la Logistique,Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"logistique, santé",Non spécifié,,
Technicien Support Informatique,Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,santé,Non spécifié,,
Gérante institut de beauté soins et bien être,Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"vente, communication, finance, marketing",Non spécifié,,
Qualiticien Terrain,Dakar,2026-03-27,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,,Non spécifié,,
Comptable & Assistant(e) administratif(ve),Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,finance,Non spécifié,,
Responsable Commercial,Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"marketing, vente, communication",2,2.0,2.0
Deux (2) premiers Commis de Cuisine,Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,finance,Non spécifié,,
Gestionnaire de Portefeuille,Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,finance,Non spécifié,,
Responsable de projet,Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"gestion de projet, finance",Non spécifié,,
Conseiller technique régional STRIDES,Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"communication, gestion de projet, santé",Non spécifié,,
Administrateur/trice comptable,Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"finance, rh, gestion de projet",Non spécifié,,
Directeur des Etudes et offres,Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"finance, gestion de projet",10,10.0,10.0
"Officer, Livelihoods & Resilience",Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,,Non spécifié,,
Merchant Distribution Supervisor,Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,,Non spécifié,,
Interprète Billingue CHINOIS,Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"finance, communication",Non spécifié,,
Spécialiste Marketing et Communication,Dakar,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"marketing, finance, communication",Non spécifié,,
Technicien opérationnel injection plastique,Diourbel,2026-03-26,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,,Non spécifié,,
(288) Agents de collecte,Dakar,2026-03-25,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,data analyse,Non spécifié,,
Chargé de support technique (bilingue),Dakar,2026-03-25,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,vente,Non spécifié,,
Responsable des Ventes,Dakar,2026-03-25,2026-03-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"marketing, communication, vente",3,3.0,3.0
Dev Front-End Expérimenté – React.js,Dakar,2026-02-23,2026-02-01,CDI,Non spécifié,senjob.com,Non spécifié,"communication, programmation",Non spécifié,,
Dev Full Stack Expérimenté – Node.js / React.js,Dakar,2026-02-23,2026-02-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"communication, programmation",Non spécifié,,
Dev Full Stack Expérimenté – Java / Angular,Dakar,2026-02-24,2026-02-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,"programmation, communication",Non spécifié,,
Développeur Fullstack Expérimenté Java / React,Dakar,2026-01-26,2026-01-01,CDI,Non spécifié,senjob.com,Non spécifié,"communication, programmation",Non spécifié,,
Data Scientist Sénior SQL / Python,Dakar,2026-01-26,2026-01-01,Non spécifié,Non spécifié,senjob.com,Non spécifié,communication,Non spécifié,,
Data Engineer Sénior – DBT / SQL / BigQuery,Dakar,2026-02-18,2026-02-01,CDI,Non spécifié,senjob.com,Non spécifié,"communication, programmation, gestion de projet",Non spécifié,,
Développeur Back-End Experimenté Java,Dakar,2026-02-18,2026-02-01,CDI,Non spécifié,senjob.com,Non spécifié,"marketing, communication, programmation, data analyse",Non spécifié,,
Chef de département juridique et fiscal,Dakar,2026-03-11,2026-03-01,CDI,Non spécifié,senjob.com,Non spécifié,,8-10,8.0,10.0
Spécialiste bilingue du service à la clientèle (français/angl,Dakar,2026-04-09,2026-04-01,CDI,TALENTPOP,goafricaonline.com,Energie & Environnement,,Non spécifié,,
"Stage virtuel sur la fonction évaluation : planification, revue et utilisation des évaluations (12 semaines)",Dakar,,,Stage,UNICEF,goafricaonline.com,ONG & Humanitaire,"communication, programmation",Non spécifié,,
Consultant(e) en analyse et planification du secteur de l’éducation,Dakar,2026-04-09,2026-04-01,CDD,"Unesco (Organisation Des Nations Unies Pour L'Education, La Science Et La Culture)",goafricaonline.com,ONG & Humanitaire,"communication, data analyse, rh, gestion de projet",4,4.0,4.0
Conseiller de clientèle entreprise (h/f),Dakar,2026-04-09,2026-04-01,Non spécifié,Societe Generale De Surveillance - Sgs,goafricaonline.com,Technologie & Informatique,"finance, vente",Non spécifié,,
Chargé/e d’appui opérationnel symad (h/f),Dakar,2026-04-09,2026-04-01,CDD,EXPERTISE FRANCE,goafricaonline.com,ONG & Humanitaire,"finance, logistique, gestion de projet",3,3.0,3.0
Gestionnaire d'opérations financières,Dakar,2026-04-09,2026-04-01,CDD,BCEAO,goafricaonline.com,ONG & Humanitaire,,Non spécifié,,
Responsable des Opérations,Dakar,2026-04-09,2026-04-01,CDD,L'IMPACT,goafricaonline.com,Marketing & Communication,"finance, communication, data analyse, rh, logistique, santé, gestion de projet",3,3.0,3.0
Chargé de Données,Dakar,2026-04-09,2026-04-01,CDD,L'IMPACT,goafricaonline.com,Marketing & Communication,"finance, communication, data analyse, santé, logistique, gestion de projet",2,2.0,2.0
Chargé de SIG,Dakar,2026-04-09,2026-04-01,CDD,L'IMPACT,goafricaonline.com,Marketing & Communication,"finance, programmation, communication, data analyse, santé, logistique, gestion de projet",2,2.0,2.0
Auditeur Senior (02 postes),Dakar,2026-04-09,2026-04-01,CDI,GRANT THORNTON,goafricaonline.com,Technologie & Informatique,finance,3-5,3.0,5.0
Auditeur Confirmé,Dakar,2026-04-09,2026-04-01,CDI,GRANT THORNTON,goafricaonline.com,Technologie & Informatique,finance,2-4,2.0,4.0
Ingénieurs Statisticiens,Dakar,2026-04-09,2026-04-01,CDD/CDI,SEN INTERIM,goafricaonline.com,RH & Recrutement,"marketing, vente, visualisation de données, finance, communication, data analyse, programmation, rh, santé, gestion de projet",2,2.0,2.0
Chauffeur Bilingue,Dakar,2026-04-09,2026-04-01,CDD,GLOBAL BUSINESS GROUP - GBG,goafricaonline.com,"Finance, Banque & Comptabilité","finance, rh, logistique",1-2,1.0,2.0
Coordinateur·trice de Projet,Dakar,2026-04-09,2026-04-01,CDD,GOETHE-INSTITUT SENEGAL,goafricaonline.com,Education & Formation,"marketing, programmation, communication, finance, data analyse, gestion de projet",2,2.0,2.0
Planificateur·trice d’infrastructures de sites d’événements,Dakar,2026-04-09,2026-04-01,CDD,COJOJ DAKAR 2026,goafricaonline.com,Sport & Loisirs,"communication, gestion de projet",3,3.0,3.0
Graphique designer senior,Dakar,2026-04-09,2026-04-01,CDI,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité","communication, marketing, gestion de projet",4-7,4.0,7.0
Chief of staff,Dakar,2026-04-09,2026-04-01,CDI,NIXACOM,goafricaonline.com,Technologie & Informatique,"marketing, communication, programmation, finance, gestion de projet",Non spécifié,,
Chef de projet communication,Dakar,2026-04-09,2026-04-01,CDI,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité","marketing, communication, gestion de projet",3-5,3.0,5.0
Responsable des opérations,Dakar,2026-04-09,2026-04-01,CDI,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité","communication, gestion de projet",7-10,7.0,10.0
Superviseur de caisse,Non spécifié,2026-04-09,2026-04-01,CDD/CDI,AMD CORPORATE,goafricaonline.com,Non spécifié,"vente, finance",Non spécifié,,
Juriste / avocat en droit des affaires (h/f),Dakar,2026-04-09,2026-04-01,CDI,TECTRA SENEGAL,goafricaonline.com,RH & Recrutement,"finance, gestion de projet",2-5,2.0,5.0
Ingénieur agricole (h/f),Dakar,2026-04-09,2026-04-01,CDD,Tc2i,goafricaonline.com,Services généraux,gestion de projet,Non spécifié,,
Ingénieur génie civil,Dakar,2026-04-09,2026-04-01,CDD/CDI,MBS GROUP,goafricaonline.com,BTP & Industrie,gestion de projet,5,5.0,5.0
Responsable des ventes de véhicules et partenaires transport (fr/ang),Dakar,2026-04-09,2026-04-01,CDD/CDI,MBS GROUP,goafricaonline.com,BTP & Industrie,"vente, communication, logistique",5,5.0,5.0
Comptable fournisseur,Dakar,2026-04-09,2026-04-01,CDI,TOTAL ENERGIES,goafricaonline.com,Transport & Logistique,finance,Non spécifié,,
Senior specialist – wish 2 clinical support,Dakar,2026-04-09,2026-04-01,CDD,MULTIMEDIA SERVICE INFORMATIQUE-MSI,goafricaonline.com,Technologie & Informatique,,Non spécifié,,
Stagiaire archiviste financier,Dakar,2026-04-09,2026-04-01,Stage,SAVE THE CHILDREN,goafricaonline.com,ONG & Humanitaire,finance,Non spécifié,,
Assistant(e) administratif(ve) et comptable bilingue,Dakar,2026-04-09,2026-04-01,CDD,UNICEF,goafricaonline.com,"Finance, Banque & Comptabilité","finance, communication",Non spécifié,,
Coordinateur hub innovation – afrique de l’ouest,Dakar,,,CDD,Organisation Des Nations Unies Pour L'Alimentation Et L'Agriculture - Fao,goafricaonline.com,ONG & Humanitaire,,Non spécifié,,
Consultant(e) en analyse des politiques éducatives,Dakar,2026-04-09,2026-04-01,CDD,"Unesco (Organisation Des Nations Unies Pour L'Education, La Science Et La Culture)",goafricaonline.com,ONG & Humanitaire,"data analyse, rh, gestion de projet",Non spécifié,,
Superviseur des cultures et des contrats d’achat (h/f),Dakar,2026-04-09,2026-04-01,CDI,RPORTH,goafricaonline.com,"Finance, Banque & Comptabilité","vente, finance, gestion de projet",Non spécifié,,
Assistant rh,Dakar,2026-04-07,2026-04-01,CDD,BETA SARL,goafricaonline.com,Sécurité,rh,Non spécifié,,
Assistant caissier et commercial,Dakar,2026-04-07,2026-04-01,Stage,BETA SARL,goafricaonline.com,Sécurité,vente,Non spécifié,,
Global assurance manager,Dakar,2026-04-07,2026-04-01,CDD,PLAN INTERNATIONAL SENEGAL,goafricaonline.com,ONG & Humanitaire,communication,Non spécifié,,
Superviseur hse,Dakar,2026-04-07,2026-04-01,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité",,Non spécifié,,
Superviseur génie civil,Dakar,2026-04-07,2026-04-01,CDD,GPF SARL,goafricaonline.com,"Finance, Banque & Comptabilité","communication, gestion de projet",Non spécifié,,
Assistant de passation de marchés,Dakar,2026-04-07,2026-04-01,CDD,Iucn (Union Mondiale Pour La Conservation De La Nature),goafricaonline.com,ONG & Humanitaire,"vente, finance",5,5.0,5.0
Référent.e maladies non transmissibles,Dakar,2026-04-07,2026-04-01,CDI,MSF SARL SENEGAL,goafricaonline.com,Santé & Bien-être,"data analyse, santé, gestion de projet",Non spécifié,,
Expert-comptable,Non spécifié,2026-04-07,2026-04-01,CDD/CDI,AMD CORPORATE,goafricaonline.com,Non spécifié,gestion de projet,Non spécifié,,
Responsable de la santé et de la sécurité en matière de maintenance,Dakar,,,Stage,MYRIAD,goafricaonline.com,Technologie & Informatique,"communication, programmation, data analyse, santé, gestion de projet",Non spécifié,,
Regional infrastructure advisor,Dakar,2026-04-07,2026-04-01,CDD,UNOPS,goafricaonline.com,ONG & Humanitaire,,Non spécifié,,
Conducteur travaux cvcd & plomberie,Dakar,2026-04-07,2026-04-01,CDI,VINCI ENERGIES,goafricaonline.com,Energie & Environnement,,7,7.0,7.0
Bilingual HR operations,Dakar,2026-04-07,2026-04-01,CDD/CDI,TOPWORK SENEGAL,goafricaonline.com,RH & Recrutement,"rh, gestion de projet",Non spécifié,,
Ingénieur génie civil bilingue,Dakar,2026-04-07,2026-04-01,CDD/CDI,TOPWORK SENEGAL,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Ingénieur achat,Dakar,2026-04-07,2026-04-01,CDD/CDI,TOPWORK SENEGAL,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Ferrailleurs,Dakar,2026-04-07,2026-04-01,CDD,TOPWORK SENEGAL,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Coffreurs,Dakar,2026-04-07,2026-04-01,CDD,TOPWORK SENEGAL,goafricaonline.com,RH & Recrutement,gestion de projet,Non spécifié,,
Commercial terrain (H/F),Dakar,2026-04-07,2026-04-01,CDD,GLOBAL TALENT,goafricaonline.com,"Finance, Banque & Comptabilité","vente, marketing",5-7,5.0,7.0
Responsable informatique et digitalisation,Dakar,2026-04-07,2026-04-01,CDD/Stage,Les Petits Flamboyants,goafricaonline.com,Education & Formation,"communication, finance, gestion de projet",Non spécifié,,
Contrôleur interne et risque sénior h/f,Dakar,2026-04-07,2026-04-01,CDI,AUCHAN,goafricaonline.com,Commerce & Vente,,Non spécifié,,
Chauffeur,Dakar,2026-04-07,2026-04-01,CDI,AMBASSADE DES ETATS-UNIS,goafricaonline.com,Technologie & Informatique,"logistique, communication",Non spécifié,,
Commercial B2B,Dakar,2026-04-07,2026-04-01,CDD/CDI,REGIPUB,goafricaonline.com,Marketing & Communication,"vente, marketing, communication",3,3.0,3.0
Assistant(e) au primaire bilingue,Dakar,,,CDD,VISION TRILINGUAL SCHOOL,goafricaonline.com,Education & Formation,"communication, finance, gestion de projet",Non spécifié,,
Assistant.e au primaire bilingue,Dakar,,,CDD,VISION TRILINGUAL SCHOOL,goafricaonline.com,Education & Formation,,Non spécifié,,
Agent enquêteur,Dakar,2026-04-07,2026-04-01,CDD,ELITE RH,goafricaonline.com,RH & Recrutement,"finance, communication, data analyse",Non spécifié,,
Business analyst,Dakar,2026-04-07,2026-04-01,CDI,Africa Global Logistics Sénégal,goafricaonline.com,Transport & Logistique,,Non spécifié,,
Enseignant bilingue,Dakar,2026-04-07,2026-04-01,CDD,VISION TRILINGUAL SCHOOL,goafricaonline.com,Education & Formation,,Non spécifié,,
Chef de la sécurité,Dakar,2026-04-07,2026-04-01,CDI,DANGOTE INDUSTRIES SENEGAL,goafricaonline.com,BTP & Industrie,rh,5-10,5.0,10.0
Emerging leaders trainee programme,Dakar,2026-04-07,2026-04-01,Stage,Waf (West Africa Farm),goafricaonline.com,Agriculture & Agroalimentaire,communication,Non spécifié,,
"Assistant(e) administratif(ve), achats et comptabilité",Dakar,2026-04-07,2026-04-01,CDI,Agence Japonaise De Cooperation Internationale - Jica,goafricaonline.com,ONG & Humanitaire,"gestion de projet, rh, finance",Non spécifié,,
Assistant(e) de direction,Dakar,2026-04-07,2026-04-01,CDI,ECO AFRIQUE CABINET RH Dakar,goafricaonline.com,RH & Recrutement,"communication, logistique, gestion de projet",2-5,2.0,5.0
